resume_uploaded,batch_resume_uploaded_pct,should_nudge_resume
1,69.4125812770296,0
1,69.84039297911333,0
1,70.32249243932691,0
1,62.94868068028191,0
0,79.26716112227386,0
1,69.27062326301197,0
1,83.17411174146038,0
1,88.13532539248077,0
1,67.26116487199512,0
0,76.62086273562183,0
0,61.07470365325266,0
0,78.71450305647225,0
1,84.18890666956896,0
1,70.63802528068207,0
1,77.14367483765919,0
1,80.51621989672408,0
0,75.53492713429458,0
0,81.10415618493818,0
0,66.19703138274924,0
0,77.4480313517269,0
0,85.96441486039949,1
0,77.84420672809017,0
0,81.20730562991979,1
1,78.93055393742505,0
0,73.14844855172285,0
0,73.6825494846608,0
1,73.45311502082917,0
1,61.831734184852266,0
1,91.53287392908992,0
1,57.92552583652271,0
0,75.32503623512166,0
1,63.99667695383993,0
1,68.63987405820124,0
1,78.30210508432286,0
0,92.92007833568174,1
1,72.44932318190484,0
1,74.80957345927791,0
1,85.77678168523717,0
0,63.14624444211862,0
0,87.41957717302454,1
1,77.86135733636094,0
0,63.10828195063214,0
1,67.71956727784863,0
0,86.6662798412511,1
1,75.51799168773077,0
0,65.93647579049666,0
1,66.62563797999167,0
1,72.12694384676405,0
1,76.09053313600204,0
0,88.24261957245541,1
1,89.25420885093816,0
0,78.7123304411006,0
1,62.02074094279342,0
0,62.66927436955608,0
1,82.94741429089098,0
1,88.5577772505627,0
0,59.580752010588405,0
0,93.828982725638,1
0,88.19758298761148,1
1,87.76820246128062,0
0,79.34263206866733,0
1,80.41409784015453,0
1,76.14861920825267,0
0,95.59627270876494,1
1,68.99553447419603,0
0,66.82027079899296,0
0,60.8219436980923,0
0,85.84803771056485,1
1,67.4345058698058,0
0,81.98442045363007,1
1,79.04466522223044,0
1,81.10362304064951,0
1,85.65267337867662,0
1,88.85974595097109,0
0,58.72580891670045,0
1,63.57310209075008,0
1,93.87741139005897,0
0,63.60012750314616,0
0,86.41827722262556,1
1,76.26095512882863,0
0,81.129240903054,0
1,80.62765357127458,0
1,61.74333827679978,0
1,88.10935898807506,0
1,93.51264904397492,0
1,80.55302312392666,0
1,72.71839173851482,0
1,85.06229784892611,0
0,74.93439551062367,0
1,91.91855467760526,0
0,76.24193294786821,0
0,60.01485759515867,0
0,79.56309187657527,0
1,90.08304714618257,0
1,80.12518132848079,0
1,62.22271169013391,0
0,74.19698526964372,0
0,64.20070196452286,0
0,69.00303233455585,0
1,70.18437590791612,0
1,76.8904095445378,0
1,85.453164388277,0
1,86.003712840414,0
0,69.7982596817177,0
0,73.31868506301764,0
1,81.22530922327361,0
0,91.8859823062107,1
0,90.00973690457415,1
0,91.09468781470456,1
1,95.41197911160042,0
0,89.01390836125569,1
1,87.986234029956,0
0,88.01086459791868,0
0,95.5253436636433,1
1,71.95833369986737,0
0,67.47975909011036,0
1,61.14668505487136,0
0,69.7043347813074,0
0,87.56214508099877,1
1,74.06507948211501,0
0,85.32699316900644,1
1,59.95040125332002,0
1,65.26012829294481,0
0,85.18593642726837,1
1,89.42820211146311,0
0,77.63804137230086,0
1,70.67528718208347,1
0,65.31670740769464,0
0,75.6701277663159,0
0,91.43868965826192,1
1,91.90982150603182,0
1,71.3956788625936,0
1,74.50443605087291,0
1,82.20448636090957,0
1,80.80166844700254,0
0,81.91085389427101,1
0,63.64728709514916,0
0,89.76607165738234,1
1,75.47221107486925,0
0,81.17794277575726,1
0,93.94894063263348,1
0,66.2295454415153,0
1,70.97517910503402,0
0,73.49128236757537,0
1,61.4487311474611,0
1,76.72808152905078,0
1,89.55447170545467,0
0,94.7386122800976,1
0,81.68732204119021,1
0,92.97437218133004,1
0,94.28843528439356,1
1,62.12356728440021,0
1,91.72236232395716,0
0,80.26545553247374,1
0,80.15087282361895,1
1,79.20058601199388,0
0,70.26828227978703,0
1,83.98380634202098,0
1,65.54304792717399,0
1,63.09611456109714,0
0,78.48490071701195,0
1,61.01219229215758,0
1,74.37619171225707,0
0,63.78370453767372,0
1,82.96994699204762,0
0,83.19482519444196,1
1,71.96974347256365,0
1,65.40759262451343,0
0,79.14668026845663,0
1,83.74521434105095,0
1,92.6136972483485,0
1,60.634425937347245,0
0,67.58998473884236,0
0,61.07427392595625,0
1,65.74881344949428,0
0,69.9971898887101,0
1,65.97843254295654,0
1,61.19809012026469,0
0,61.955245725143904,0
1,75.0880619908369,0
1,68.87255873524748,0
0,93.29088351445384,1
1,62.26858805523457,0
1,68.72991775428177,0
0,92.45855492373926,1
1,66.09037516136316,0
0,96.292646969677,1
1,88.14041689988585,0
0,77.59735290285151,0
1,94.3824931175416,0
0,87.80600810516412,1
0,73.07740090242733,0
0,76.02331834647202,0
0,60.79156624023285,0
1,93.59409096075592,0
1,75.04904383672594,0
0,94.50988991274583,1
1,84.82781355109236,0
0,78.00288198278034,0
0,91.00023208919332,1
1,73.90141704095481,0
0,81.53659110795834,1
1,65.17150769082558,0
1,88.00126180519979,0
0,60.83063974775717,0
1,69.31874200857955,0
1,72.38311217303983,0
1,97.19429538074915,0
0,64.57378898961032,0
0,83.15091062194955,1
1,86.03918519544344,0
1,80.93560509665276,0
0,80.23678820670109,0
0,86.91070563875456,1
0,72.41644919619506,0
0,72.01902495368572,0
1,73.17162473476714,0
1,71.03192706898461,0
0,65.59676345809275,0
1,61.45437839442592,0
0,71.54939918397598,0
0,63.84524360062718,0
0,61.318024912877,0
0,72.7424235193412,0
0,90.13738192117832,1
0,84.78546267265013,1
0,93.1148208927588,1
0,74.93645389086663,0
0,72.55551279927161,0
1,90.19081270401225,0
1,70.07159665168702,0
1,85.08719671073787,0
1,83.7229651819292,0
0,70.46471444847717,0
0,88.36718961586013,1
0,69.93636643598109,0
0,87.5984221855506,1
1,87.73840616714385,0
0,74.28561170290078,0
1,74.538257760504,0
1,74.65509521166375,0
0,85.484737338631,1
1,63.04628751894339,0
1,90.43036709161052,0
0,82.28400099426499,1
1,64.7244086446405,0
0,73.89361983560144,0
0,64.4131786089378,0
1,77.54563445128034,0
1,85.63383515695286,0
1,62.0389288945862,0
1,75.84245474019498,0
1,96.38358006681416,0
0,64.50626105449537,0
0,63.335995737448826,0
1,64.68026896041276,0
1,69.5030427988687,0
1,82.68854925028656,0
0,91.08470540823366,1
1,63.45926552201084,0
0,69.74758575554192,0
0,66.42706396460576,0
0,84.84647259976418,1
0,77.4488071514368,0
0,72.80678604779138,0
1,70.50322006910915,0
0,69.40277576722441,0
1,82.72161315491363,0
1,82.87178993646401,0
1,75.90321150271384,0
0,67.49512279344879,0
0,66.70177401801146,0
1,63.12728843625427,0
0,92.68665391134358,1
1,88.8561785468339,0
0,71.33334572177998,0
1,63.41320723685132,0
1,77.61652608094104,0
1,86.71049451338956,0
1,87.61558441139663,0
0,91.9158551942222,1
1,83.86570037161266,0
1,75.34829278606415,0
1,91.51829346716136,0
0,79.51771940904636,0
1,88.91659463669974,0
1,64.29862518065335,0
1,75.37189330238523,0
0,77.2320229996862,0
0,87.31077762007297,1
1,68.1131485487047,0
0,92.7709665079177,1
0,82.18956406986183,1
1,90.07887889775074,0
1,81.47895481703834,0
1,88.88683740110872,0
0,76.17588733815325,0
1,85.30365643138842,0
1,84.78929047038,0
1,74.16299887150181,0
1,85.43341687608087,0
0,61.29512200654651,0
1,75.18838953876445,0
0,72.30512201188209,0
0,74.38723685465708,0
0,88.72787890892133,1
0,79.32796562063798,0
1,69.04159999019504,0
1,73.56356038758895,0
0,76.4642143908066,0
1,75.47384633830944,0
1,66.40193597661286,0
0,80.2417845668024,0
0,74.70407805952196,0
0,83.34712555601413,1
1,62.26000064553251,0
1,67.96472799853925,0
1,68.8763405318471,0
0,87.25911105705183,1
1,74.1096154618574,0
1,62.656160050757606,0
0,71.41583971478697,0
0,81.32182870762904,1
0,79.84424120020816,1
1,85.17803245511227,0
0,63.76596693182319,0
1,71.52287099187595,0
1,62.97101381138348,0
0,95.28356131164598,1
1,91.3776631038279,0
0,78.10815545361402,0
1,76.78422584134334,0
1,89.18364143665846,0
1,81.23451868625389,0
0,83.03493401043806,1
1,86.3473446826328,0
1,87.62395345599703,0
0,67.41701073172247,0
0,84.77261136719738,1
0,73.24346848405777,0
0,86.59832935282499,1
0,88.27407351463962,1
1,60.1185139459282,0
0,65.50741540180955,0
1,75.4861313450002,0
1,72.081128773528,0
1,77.69721356290391,0
1,82.7785824743116,0
1,77.4553674924478,0
0,77.25415092424986,0
1,61.9841638840807,0
0,74.22255774143909,0
1,68.70227129206037,0
1,94.99204696052834,0
0,84.88289930936278,1
0,63.94812605273468,0
1,62.0681761650063,0
0,87.37732835796994,1
1,93.80804053337452,0
1,85.93765869976646,0
0,66.09548663250045,0
1,67.04639740852079,0
1,60.469136119786576,0
1,85.47115818933854,0
0,77.14277828906009,0
0,73.18429445915997,0
0,74.45097361069277,0
1,67.83411492378829,0
1,75.13726029597986,0
1,70.09881654968977,0
1,63.813839511459896,0
1,61.80745441706407,0
1,69.3654345330656,0
0,83.11889495459435,1
0,77.30219907904016,0
1,66.73096613995637,0
0,65.25546661450029,0
0,70.47617823170633,0
0,73.47075113199617,0
0,74.9034142846568,0
1,75.10739461714145,0
1,93.90820910237451,0
0,77.70960634221568,0
1,91.88389485350748,0
1,63.42806793365206,0
0,80.22681836784773,0
1,89.54016358620362,0
0,87.83989652183335,1
0,75.42147635286246,0
1,61.63510340451184,0
0,89.56319480122812,1
0,71.3184468794768,0
0,88.6095385876257,1
1,68.26784194471867,0
0,61.03343773574978,0
1,70.07367319622608,0
0,74.81077760041597,0
1,92.42524559174788,0
1,83.21746800015723,0
1,88.19293559479682,0
1,79.5167835747066,0
0,77.00686889429234,0
0,93.74591480752449,1
0,81.4263852264403,1
0,86.04789153741136,1
1,65.77616224203064,0
1,69.54845854474985,0
0,75.20871586954308,1
0,78.79982298941718,0
0,63.949694714755225,0
0,81.02713705979096,1
0,78.07387877144168,0
0,71.66218485707665,0
0,84.26575617973558,1
0,59.54913190140565,0
1,93.46826782277384,0
1,90.6254116614803,0
1,65.85120563501064,0
1,92.37258801886932,0
1,61.34895282162968,0
1,74.4630301788342,0
1,65.44219629695779,0
1,61.97980051579999,0
1,66.64992088462733,0
1,78.563142477504,0
1,62.96336657121494,0
1,94.57258719379088,0
0,92.49221803554744,1
1,61.00726299687823,0
1,90.14864301946562,0
1,65.14359379828964,0
0,62.59351163748197,0
0,61.73918691711638,0
0,68.92437790513151,0
1,72.8116598900655,0
0,81.02439640522218,1
0,66.03654500517165,0
0,90.83414342904936,1
1,75.3373174959419,0
0,77.1395577371714,0
1,88.66976370982209,0
1,74.83400296556013,1
0,87.39814718695429,1
1,60.99639261188913,0
1,92.84969388828824,0
1,83.87388755679999,0
1,95.42293160383716,0
1,80.06386941002177,0
0,90.96810035303722,1
1,82.44920976938002,0
0,68.66854085065029,0
0,91.65910591486214,1
1,63.61299653926806,0
0,81.96680896690586,1
0,56.87170941879858,0
1,79.63634459684346,0
0,81.82365043600318,1
1,68.0793477547278,0
0,86.28245023073133,1
0,75.63572028197908,0
0,64.91059665292603,0
0,87.39772233916261,0
0,72.06661626400894,0
1,82.22442716830389,0
0,79.37061404626435,1
1,91.68136195184954,0
1,66.40412131970693,0
1,95.07760997809372,0
1,76.70812167733823,0
0,59.30963805652056,0
1,70.23189379174991,0
0,94.83710336995708,1
0,68.63778997578157,0
1,71.94988766193578,0
0,71.09586801707304,0
0,79.91624653251282,0
0,81.19458749384637,1
0,73.52823075271282,0
0,71.73182870691605,0
0,78.48487812848445,0
1,60.05668319173581,0
0,76.45746672406283,0
0,75.88402491052105,0
0,68.71176962427029,0
0,86.02703309223124,1
1,64.49956819236951,0
1,77.04529940418675,0
0,78.26726074617072,0
0,76.4115505986317,0
0,69.53117616365886,0
0,85.30063348584275,1
0,66.04549645235056,0
0,68.96436106377739,0
0,85.31513519585648,1
1,87.40390375612647,0
1,83.98766654543084,0
0,60.33658220312453,0
0,77.52648009828278,0
0,74.26088096467564,0
0,82.23453106082951,1
0,78.89618564336972,0
0,74.22273918377891,0
0,71.52354559305056,0
0,61.6485848043983,0
1,94.09949949979796,0
1,87.20942053516735,0
1,73.99564533207746,0
0,70.7673575164902,0
1,77.97324675104126,0
1,82.9334621998876,0
0,79.36916472925311,1
0,76.38560778333009,0
0,64.84421082635168,0
1,93.71157231144385,0
0,94.61440999358244,1
1,90.2911023818592,0
0,61.42711343460836,0
1,85.38305311160958,0
1,68.48805425703893,0
1,73.29491166740479,0
1,87.4185532261412,0
1,59.74004775373907,0
0,75.70516865878044,1
0,77.75628615607455,0
0,59.28566605436268,0
1,74.29010213573139,0
1,66.43091108468872,0
0,74.38389045925965,0
1,74.67383302170175,0
0,58.83493177635237,0
0,70.14053128262844,0
0,75.6130764420874,0
1,84.60490356629795,0
1,93.78530734717414,0
1,71.31625962626975,0
0,62.34208463767896,0
0,80.70761894858325,1
0,78.34620266289596,0
1,90.10414498917598,0
0,75.71796029691872,0
1,93.7878510297452,0
0,92.59945483322753,1
0,88.15675621824357,1
0,63.20235385285646,0
0,91.33169328986855,1
0,89.63674151254972,1
0,77.03103522671981,0
0,65.4467484635855,0
1,64.84492432954175,0
0,67.6144187863201,0
0,71.9871845219184,0
1,67.6597435825476,0
1,65.94809881754381,0
0,96.52521003742784,1
0,82.18415791558525,1
1,59.17645251357624,0
0,79.26282142576193,0
1,60.61676603257095,0
0,66.34590478128393,0
1,85.29216660676572,0
0,78.71374956832062,0
0,84.63190356249574,1
0,75.47065176368686,0
1,71.9795362359892,0
1,87.69147439722757,0
1,67.01949787081625,0
1,84.61260957502309,0
1,84.08213505702068,0
0,93.11828868513165,1
1,89.24471604137813,0
1,83.50077105458504,0
0,95.25142217050632,1
0,84.89714458380794,1
0,93.120626150637,1
1,79.13171949703914,0
1,75.1245894526416,0
0,61.36365600567704,0
0,77.67025506405788,0
1,73.08587723340474,0
1,90.49054391764751,0
0,94.96911275913077,1
1,79.54365494762972,0
1,66.65171624678881,0
1,87.27857681948733,0
1,84.43454096079397,0
1,87.28721263340827,0
0,69.29837738737544,0
0,80.61199973908174,1
0,69.03980514246199,0
0,74.44706042450596,0
1,59.430532334646834,0
0,73.56864742414105,0
0,66.91448686122152,0
1,62.232802857838806,0
1,92.13482145787933,0
1,72.34883792338404,0
0,83.43723753787648,1
0,62.27772257700866,0
0,61.922695650058266,0
1,75.3560883610017,0
0,89.51143171914043,1
1,94.57012734132572,0
0,91.17061359936582,1
0,84.98142029503543,1
1,93.96329222839522,0
1,90.45377340938671,0
0,88.93912707774803,1
1,59.703927868348536,0
0,88.68441605829554,1
0,71.58882389955671,0
0,63.75383379558388,0
0,76.73083716657597,0
0,60.03665727674929,0
0,82.87378391259968,1
0,65.20069257093779,0
0,86.4788080394084,1
0,74.91629080489622,0
1,67.78348723315077,0
1,77.57818783030577,0
1,72.91806272196028,0
1,60.79163907117702,0
0,95.10642363246424,1
0,86.25685625555202,1
0,85.89077001172846,1
1,77.71179578462296,0
0,62.587192576669246,0
1,77.41700432877246,0
1,77.68383717234771,0
1,77.84245488388181,0
1,85.91413521614528,0
1,70.71290943661674,0
1,82.64021813132861,0
1,93.95113598732124,0
1,94.25415935016804,0
1,74.33162640913476,0
1,76.82210002432709,0
0,87.2170758779469,1
0,63.31429654012487,0
0,59.2818518798158,0
0,83.06338887124541,1
1,95.87446438517055,0
1,79.32757858536145,0
1,74.30508053497557,0
1,84.84309874418273,0
1,72.76812234402848,0
0,73.23257839612273,0
0,71.36232492221572,0
1,60.138352533011,0
1,80.91860501635257,0
1,83.68835378250813,0
0,76.22471361203289,0
0,64.30226163129174,0
1,65.29985726361801,0
1,67.8235880503186,0
1,67.65833866312695,0
0,82.93645056207244,1
1,62.632418922594205,0
0,64.49200043860398,0
0,91.39128000710176,1
0,68.81134184007546,0
0,74.89729698631278,0
0,95.51112486670304,1
1,93.99646215370473,0
0,80.25733214249256,0
0,81.77983845921477,1
0,76.39051184702667,0
0,84.1288706389967,1
1,65.39592180440194,0
0,82.57236537942983,1
0,85.3105659742089,1
0,85.57921043863503,1
1,77.5567079508418,0
1,71.9785399500155,0
1,70.20225678702968,0
1,88.7257892677612,0
1,65.81479657125327,0
0,94.6475318701588,1
0,73.83420470871054,0
0,69.8991152061229,0
0,62.807085146213865,0
1,77.38370882311271,0
1,64.56206992095477,0
1,84.63979831423208,0
1,75.2501850792803,0
1,91.3370755733389,0
0,74.22213299670601,0
1,79.8199003736387,0
0,70.70485125006923,0
0,86.77898986204677,1
1,66.44858584422707,0
0,72.15113246210397,0
1,60.78263826728405,0
0,63.12390161404768,0
1,59.78040763348706,0
0,69.51641799902964,0
0,76.23631002009357,0
1,67.94207152512925,0
0,63.91855218719238,0
1,84.21419099518289,0
1,92.86600218324156,0
1,72.86151449183679,0
0,71.1950707324511,0
1,69.97584975704109,0
1,62.079299728844845,0
0,90.81921449286848,1
0,69.2253993975359,0
1,58.61966775684282,0
1,68.3555127085886,0
0,74.5748015288419,0
1,65.31704775570579,0
1,84.79088486746511,0
1,73.95601619433286,0
1,94.12889757638952,0
1,67.65620713568863,0
0,81.22459806680622,1
1,65.53167058478932,0
1,73.37844401591668,0
0,68.25380007087476,0
0,94.37477145763728,1
0,93.59440946238392,1
0,60.27170997885843,0
1,83.02657697431908,0
0,67.08995587516455,0
0,73.97924805780119,0
0,93.8820373475865,1
0,62.448712823929874,0
0,66.1698832068264,0
1,61.230342892344666,0
1,94.47551280853178,0
1,82.82576808295822,0
1,87.76715229380238,0
1,94.11410153777352,0
1,74.99558209147841,0
1,87.8906566027607,0
1,71.50830964687154,0
0,81.39060520159462,1
1,88.80664423610379,0
0,73.2501223907596,0
0,83.49684973155807,1
0,84.26679843259224,1
0,94.40122234654328,1
0,95.00058034978136,1
1,89.85649722003332,0
0,81.22793896598468,1
0,67.12986928463212,0
0,86.29935203753638,1
1,84.407280094369,0
0,83.84496370468287,1
0,69.77585853594178,0
1,83.35475217231,0
1,83.14595151384032,0
0,65.04372964983142,0
1,75.31723594773605,0
1,89.66103644526123,0
0,71.69121926057238,0
0,89.46969791058099,1
1,91.52808395747506,0
1,83.42346500335702,0
0,94.2771002652942,1
0,86.32232825502604,1
0,80.84433547238393,1
1,86.07588120223764,0
1,61.320849308378094,0
0,60.20205538098083,0
1,63.426975497371046,0
0,63.90338669564676,0
1,82.7801796532857,0
1,75.61915089483327,0
1,70.92130518454736,0
1,67.79342759496456,0
0,77.5595797745509,0
0,76.55437708288842,0
1,94.37144842989484,0
1,88.9657298752146,0
1,72.22887004699442,0
1,92.95561882320254,0
1,75.94596676041483,0
1,70.6630720592152,0
0,61.50885344759756,0
1,67.34181314224013,0
0,67.93597818810996,0
0,67.16936892365422,0
1,76.38100814018934,0
0,92.63899390569463,1
0,59.64538461580147,0
1,74.1928325915325,0
1,75.5819883911972,0
1,73.79410863291575,0
0,86.38434997591244,1
1,75.97262755755159,0
1,69.99906245927663,0
0,69.24532251549361,0
1,78.70321701885011,0
0,67.05697721894401,0
0,85.54099768867445,1
1,63.43705145654685,0
1,68.80018481918144,0
1,84.61178648535049,0
1,75.11742385724165,0
0,81.00124694873574,0
1,70.03405805856998,0
0,65.6033064276177,0
0,74.87927693793654,0
0,92.50699617719027,1
0,61.456507824154535,0
0,62.92224553768026,0
1,63.13269153179226,0
1,75.00574193470344,0
0,67.42839937213355,0
0,95.05659708896846,1
0,62.6812167360035,0
1,72.32569200791085,0
0,87.09936341284849,1
1,69.93226319594238,0
0,87.94472944152132,1
0,89.87455873227658,1
0,87.27325788064658,1
1,74.01162432983105,0
1,77.36638732928816,0
0,91.40910803276824,1
0,84.37572264606851,1
1,80.20491388689568,0
0,77.18689455601125,0
1,66.6079608221665,0
0,85.00576953970626,1
1,75.77503531017584,0
0,81.44250011810195,1
1,63.81044939878616,0
1,88.79219109444394,0
1,89.52412507140725,0
1,79.62654057934425,0
1,91.39503841811128,0
1,85.22824734806707,0
0,79.93095860666315,0
1,75.28101284529563,0
0,88.35490002053257,1
0,63.67619250207664,0
0,64.94402130376703,0
0,91.92332564439774,1
1,70.57579973831467,0
0,74.73176826922209,0
1,71.43242892386675,0
0,61.92370499275165,0
1,93.15325182817712,0
0,90.58252233902702,1
0,93.82451551880573,1
1,88.67938577286176,0
1,76.87131048826262,0
0,62.37317264413576,0
1,92.99231763209858,0
0,79.9868110213466,1
