resume_uploaded,karma,batch_resume_uploaded_pct,event_fomo_score,should_nudge_resume,should_nudge_event
1,240.1790863746576,88.44951566727977,0.5592845148596627,0,1
1,217.19496529924191,82.16368943066426,0.5106781335291182,0,1
1,218.01546834693474,77.66002234491083,0.8631352927625884,0,1
0,299.2378748418819,83.30459170355861,0.742515777779086,1,1
0,423.9175801593898,58.86432371735977,0.6332377164706672,0,1
0,171.3453290777762,91.8553979556861,0.6008864461417512,1,1
1,95.05455422821991,61.449302179711864,0.42663006635857154,0,0
0,274.137110376027,65.76933379049282,0.604976319713823,0,1
0,348.99753363545165,89.2568864842563,0.3610497490218251,1,0
0,84.28789675169928,70.49541595815103,0.7735625143222675,0,1
1,160.62752355127304,70.50805769163922,0.6595894364752359,0,1
0,150.79753554671206,73.14490429438604,0.6985509183700859,0,1
0,465.5968173740531,92.24716909421231,0.8599455678677879,1,1
1,321.67952363099045,93.91777052881909,0.6958104040658954,0,1
0,154.51621878085305,62.84645450121043,0.3906392818125184,0,0
0,293.5173904036254,66.58571349781167,0.5571509268825052,0,1
0,128.55526466774023,78.94561855808647,0.5467557967414676,0,1
1,80.06789600921081,80.71361906816888,0.7220281637659054,0,1
0,248.98979919051905,71.44951781938344,0.5092604521835036,0,1
1,62.68104170306107,89.22350899322129,0.6025958231194958,0,1
1,279.64952530827827,94.63463761843265,0.3432951423010389,0,0
1,259.6779296959286,92.54306966252518,0.7741213534550871,0,1
0,391.90845161930906,87.84296272685653,0.7629153197838118,1,1
1,88.53626527360738,73.02377338531609,0.17161947730003613,0,0
1,365.2528556228063,69.47589766412639,0.7176489591420733,0,1
0,43.089838306294666,76.95113189087004,0.5319268043150619,0,1
1,74.6387628232668,93.67832001052774,0.5859059883430765,0,1
0,136.12674326762223,94.31928654443385,0.23519627544847993,1,0
0,224.12962818937035,73.88248486846604,0.7538008132804614,0,1
1,390.18775783361565,82.37196534038758,0.5552600433450305,0,1
1,90.27277059654358,77.92240709785396,0.5769303870965797,0,1
0,496.1565519009836,76.91586765001446,0.5152187505857374,0,1
0,284.62248980784943,75.64482059443161,0.8089686342895567,0,1
1,192.12996266129568,73.28360850514065,0.5450548778076576,0,1
0,56.29147447388863,84.62381468868847,0.8326443151488481,1,1
1,388.5348029242866,77.6208685122217,0.884071561264238,0,1
1,384.50522214838946,78.1820599915533,0.5183737962682862,0,1
1,431.84902828049115,90.99630899760464,0.32974994738543384,0,0
1,157.2553770854048,82.56799925708285,0.6973971930593528,0,1
1,292.14274730752004,84.79804379571993,0.22644030233102627,0,0
0,69.64376912922394,85.560900319371,0.2788995827077007,1,0
0,447.25657850837536,60.54519646436368,0.8010373112769186,0,1
1,242.53820770634894,72.81953010775575,0.21495232426369898,0,0
1,54.91257622973248,84.45246855995447,0.514970443520556,0,0
1,432.75871852773344,70.9835813416801,0.7064337715497341,0,1
0,72.9245249649005,82.88221138215931,0.5713815176798307,1,1
0,475.05616135904233,78.65725628262703,0.7001343697569034,0,1
0,480.8330013329803,74.69760416959315,0.7816193027518381,0,1
1,468.37911748619916,91.31617619629087,0.5849021013093931,0,1
0,51.06618893620181,90.58533475997326,0.6868965508941004,1,1
1,449.96348793186195,84.3956344176266,0.4734715348373161,0,0
1,112.67934329010008,96.45674720536908,0.6337472185112926,0,1
1,323.5551378687926,77.20803600331838,0.6749958266399517,0,1
0,303.56387961101245,69.82096331442298,0.7396354911494425,0,1
1,283.6152675769797,69.30197511700722,0.35578316853962927,0,0
1,197.91230660076792,82.11058517931328,0.6796301905801153,0,1
1,288.23006221699643,81.43387761614377,0.44015005462723555,0,0
0,96.4149206709407,70.5833741918647,0.7019102766634223,0,1
1,330.2597472754198,85.88864916671685,0.5797607924163436,0,1
1,89.33375005837466,85.92034029934625,0.4337608102961523,0,0
0,197.03636692091698,87.36122194530127,0.22133855208534972,1,0
1,337.16329277133025,68.27822041029788,0.8394008069631166,0,1
1,441.65680256365164,85.93196890486728,0.3529799961723232,0,0
0,366.7796240003493,80.30428831564424,0.8013158306184702,1,1
0,449.88437615351256,75.09244082504725,0.47530791002879236,0,1
0,82.51006637664793,74.70857379013846,0.2956511434477679,0,0
1,426.9032496409199,88.12790579810711,0.7359541076238842,0,1
1,352.5506884537958,84.46075427973588,0.5558190303325173,0,1
1,426.8725507066725,78.4496064836667,0.5230192800750783,0,1
1,424.79277749845244,72.21950454108016,0.8792400344238778,0,1
1,475.73307314571974,80.83626392479897,0.43499533722949363,0,0
0,193.2391721955089,84.59416977443378,0.3642858001666705,1,0
1,255.22882593189098,94.49842134301267,0.23538835567047384,0,0
0,221.1578665163233,92.72463095857064,0.5430678321334214,1,1
1,91.85434295284384,89.33391598968866,0.40489964356692854,0,0
1,212.59631878338018,68.71022249884756,0.7704501345264115,0,1
0,133.3534090160698,63.86817652769471,0.5069027270904135,0,0
1,132.17842934557513,74.49000335005364,0.52839854674211,0,0
1,175.66980304777377,58.178576288490376,0.23078955434894724,0,0
1,467.28989415720065,68.17218033469359,0.5369658300112191,0,1
1,68.4829763348841,76.80846191109812,0.7992245370225474,0,1
0,164.92810537258777,84.33613667408127,0.8489093394213348,1,1
0,243.8874838846895,89.92599705359093,0.8236833376831507,1,1
0,247.24946730731943,72.11341788031325,0.6920394842534309,0,1
0,144.13021315496798,82.71642518547402,0.8305326338742601,1,1
1,93.09890916512944,87.90941512176326,0.29607063987328436,0,0
1,378.06245806385186,85.50717841543884,0.4865315067650912,0,0
0,232.86151524864573,73.76324135660836,0.43604663072272015,0,0
1,392.83121347462196,63.10018817147932,0.7196682559140565,0,1
0,180.53022308870922,61.05496291811776,0.6509225465606514,0,1
0,93.06760721563022,71.65683595615236,0.7742157731810021,0,1
0,353.94425711464237,59.814823513277965,0.2733092353107074,0,0
1,496.91974615594285,74.78026098494233,0.43566545208161556,0,0
1,95.1926259089883,73.36270079044945,0.3036632482011026,0,0
0,143.3899134260005,84.14483678515776,0.7389864733660141,1,1
0,471.36394085081724,89.23446253812023,0.8230495479850816,1,1
1,467.11996928877454,89.15857415111196,0.8072913377396378,0,1
1,70.98882450527805,79.7881765332719,0.26807995790976175,0,0
0,195.90791833552507,76.84439383308347,0.45799141664610193,0,0
0,465.7560476998713,81.20452390484635,0.6105739784953617,1,1
1,196.84419013673042,89.59250493204851,0.7505955313178122,0,1
1,151.2423967679471,91.03544812988669,0.38155239154071463,0,0
0,148.48444956885191,93.11430712738853,0.4670418300158273,1,1
0,129.19771300328247,89.52639510928512,0.2559911646671857,1,0
1,422.0063079085043,68.5405798630505,0.7253945088371001,0,1
1,444.7935503503825,67.0798806556656,0.48137849671861643,0,0
1,40.753385871936345,63.09407197757903,0.2811398254128529,0,0
0,168.15071422717517,69.86297158049467,0.8477298852040905,0,1
1,106.1333260777301,59.35469220208853,0.5996492096876532,0,1
0,399.5796851940468,69.52081534617122,0.4063255995638563,0,0
1,321.49847528853184,63.256153940118125,0.8680133193135523,0,1
1,174.383653094455,60.45252815152439,0.6665714823874908,0,1
0,126.18807751100132,74.82507941892723,0.7552575888956182,0,1
1,385.99694125219264,64.29342349739653,0.8641700536467513,0,1
0,177.37703134895597,83.89423354608779,0.6750371631782449,1,1
1,263.470007201667,61.4331689335932,0.7335377133433452,0,1
0,349.34306484804284,87.51930617033248,0.22648214953791318,1,0
0,70.64080352849912,79.57456889435933,0.42649002127168395,0,0
0,376.5522194662636,87.12090276417143,0.8044914066627085,1,1
0,81.82367926620772,61.93141007444645,0.3411094388117096,0,0
1,114.2435869933092,66.46821900207055,0.7216220244752766,0,1
1,222.48606374322583,95.8342548442615,0.5749684240583077,0,1
1,258.4400952858434,89.94304247432946,0.4835315133933231,0,0
1,429.00199014438016,86.66329355191597,0.8374855818951226,0,1
1,129.415894741095,74.36936927572926,0.6090719499497506,0,1
1,241.58150483029593,75.31482852298296,0.5243586389017005,0,1
0,475.70711714714025,80.79213744083803,0.7654770126930226,1,1
1,238.16829738710672,74.9192445335263,0.6877378016548414,0,1
1,409.8146455572217,91.56955303056674,0.6488832005640347,0,1
0,449.5742636585396,79.56377273098101,0.715311295090265,0,1
1,468.21005769961573,79.15899316323616,0.7517876204810363,0,1
0,266.0986813931102,70.52901666298422,0.44218100956912765,0,0
0,91.90489334642467,89.23213787406021,0.8124216142089892,1,1
0,135.13829348926447,90.76354695586184,0.6270505764985318,1,1
0,399.24515628948325,66.64135780408282,0.6941556435160076,0,1
1,161.10748226188275,82.34789165651222,0.7729420912369454,0,1
0,87.24207174440392,89.02004603695615,0.8345654994638685,1,1
1,115.12562052078337,63.676489491040215,0.543544208207255,0,1
1,268.0572975209245,68.87743432609544,0.4949528763742454,0,0
0,307.0390435863069,67.24208697999346,0.6736819088902435,0,1
0,282.39171282344773,93.1937553481415,0.7491747419965111,1,1
0,425.22027959910594,86.13340689795443,0.4626231445749692,1,0
0,255.08528518460338,94.72450795672356,0.6996699685735273,1,1
1,264.7712442213299,68.11645660712519,0.8554072094123981,0,1
0,353.87507114783966,61.981488500915376,0.46437167025557535,0,1
1,70.24166587379487,68.65323226756344,0.7926857505894226,0,1
0,417.98757479481566,76.5861953953104,0.8447973298023028,0,1
1,298.55928825710004,93.28242485626096,0.7232787348021,0,1
1,316.98982839622715,83.0678984006671,0.7836273406888534,0,1
1,280.75345767472027,81.33841775015479,0.6054814964062435,0,1
1,462.2053134673169,76.31816356424999,0.6702856653054342,0,1
0,262.63122432118826,80.30233810605375,0.5626507097934311,0,1
0,406.2588336685077,82.22189457417146,0.8136152677958669,1,1
1,111.01909014785741,70.50691195483328,0.7667064158870652,0,1
1,232.64048659614858,94.05717626002432,0.6074733635713189,0,1
0,375.16735248213314,80.99936939747623,0.4627853884538392,1,0
0,99.8607278645999,70.24012819231818,0.4981879748019819,0,0
0,117.66665209593921,80.57123166052617,0.6708945623866084,0,1
1,466.65048085945017,74.4376428751174,0.5534333771049009,0,1
1,86.66681284959417,78.01038545138806,0.2705176568028345,0,0
1,507.8700227005201,60.28626940845399,0.780964712842038,0,1
0,133.38964622809507,60.677723765504076,0.7468300299334011,0,1
1,89.69884013228067,90.41714891035792,0.2806031372256658,0,0
1,434.3486647634656,62.69377451264473,0.5060101143964021,0,1
1,326.43165337847614,68.88379741574745,0.7130026923727176,0,1
0,253.9191331072184,88.01710386695154,0.5181918521383075,1,0
1,157.82415004700036,91.9998720482641,0.6943774542887531,0,1
1,205.99649700841894,74.929090186967,0.46761433784455525,0,0
0,348.93460358639663,69.15995065982648,0.5400363164418753,0,1
1,355.71742069050106,69.23059377603519,0.2288430840271725,0,0
0,52.05978451903161,75.54017830185327,0.9023380649816122,0,1
0,330.96110046702086,72.36402312495798,0.44776564351915393,0,0
1,66.82999028914497,94.79421221323604,0.6754522347680523,0,1
1,79.88299933578406,86.86365615684764,0.40517259269594086,0,0
0,157.12489429881094,92.44600764545916,0.6769083541516343,1,1
0,346.891281311167,73.32099068041647,0.4501411915591241,0,0
1,353.0954517910821,63.95833828358811,0.6938777108441354,0,1
1,202.83204500995106,71.31321764551473,0.8369383858844267,0,1
1,56.04959710504822,68.0899151070575,0.6841888067849778,0,1
1,253.74105934839002,60.44779349615041,0.20897683604863673,1,0
1,210.79676023330535,90.15095068331753,0.27711233139565555,0,0
1,250.54608383901513,66.99011988038484,0.7981926390945299,0,1
0,362.80185494430634,78.75893371079103,0.2653633391663566,0,0
0,299.58988504545937,80.07369059665372,0.6862657895626975,1,1
0,423.5656400645645,60.855839643543646,0.41926304525795643,0,0
0,119.75136047311995,63.4555774016739,0.6406122255857332,0,1
1,502.2054916388472,91.15173690108811,0.2807146787992324,0,0
0,49.78641438849861,90.20372725205345,0.3874155070591684,1,0
0,156.41347753735653,79.80840240578402,0.7275925590936058,0,1
1,306.43379025998826,59.43951364171839,0.550914396294236,0,1
1,192.03395600240586,60.87047910379777,0.3900704486082839,0,0
0,220.74155678584407,96.74698219072103,0.698803094445137,1,1
0,214.51484357152572,66.33026478232469,0.6930773942158545,0,1
0,122.53659024183635,88.50404881572422,0.6907608715811333,1,1
0,407.20639507089555,88.53440647792847,0.21507651492131974,1,0
0,477.46328034735376,71.68083384038508,0.4848145367239234,0,1
1,256.67019288387905,86.46126828631644,0.40567339867117524,0,0
0,74.85227506600066,72.61911157661066,0.5757783594220034,0,1
0,222.5432612580464,61.65437261212276,0.5265943669347594,0,1
0,279.85216170737766,89.82811665207795,0.6472868130204379,1,1
1,402.2421112574046,72.00635434749236,0.6703861217589426,0,1
1,69.67903094780047,66.42157688195037,0.6698972676460551,0,1
0,243.88086848164616,93.03052745227127,0.41216251629094375,0,0
0,78.46933648913195,76.54723173526794,0.40007993531146474,0,1
0,253.36430169246864,64.20362949167338,0.4802588196894705,1,0
1,291.33317014787895,89.05087947559166,0.37392749406539944,0,0
0,425.73204069248504,93.59915374718086,0.6482555200999685,1,1
0,302.3989854789341,89.71082468136157,0.5667201311651466,1,1
0,385.8398775257301,64.72823343487394,0.4859313890451874,0,0
1,212.7448293529594,86.54844974049628,0.37714379101573425,0,0
0,374.0269167272158,83.96593042633256,0.8210647933205296,1,1
1,449.0017479101438,66.04177300801302,0.6928749186007677,0,1
1,252.22949967698008,64.9274635182372,0.49659882675556144,0,0
1,49.04481152663194,71.61257848777653,0.815086698567906,0,0
0,311.7402555689673,91.8379047634847,0.32645560405427737,1,0
0,85.73074039186031,61.79142983270117,0.5799914801349043,0,1
1,225.8486082508336,70.41530528379765,0.8464194794477099,0,1
1,98.13004474387131,87.55789215655979,0.4060750265481176,0,0
0,209.48815115799056,76.87074795361805,0.5029595770264083,0,1
0,436.3040337500686,86.84638875385498,0.21671425053117443,1,0
0,343.69231506866015,69.5236291449969,0.2751367771098924,0,0
0,320.65594106875227,66.61963498585926,0.3545432349353601,0,0
0,177.41410107404923,87.59539824044205,0.4245111467017549,1,0
1,312.0560720011486,74.04032768501327,0.9056681834364374,0,1
0,273.132457449106,69.97389775307,0.8749648148250297,0,1
1,255.295284182859,85.21174916510543,0.862697927331833,0,1
1,244.98149930961898,95.59169645281682,0.5643864249707427,0,1
1,276.57664245771787,76.12265245407461,0.8194468653924287,0,1
0,339.23075125745197,84.40578526319851,0.8272518473346495,1,1
1,351.9035230125534,69.14233410358088,0.8593630977250201,0,1
0,229.01247417087725,96.23288980984346,0.7940454523264093,1,1
0,60.46937636279981,79.35818470581269,0.5554398801259292,0,1
1,236.57066521484057,59.93565418688936,0.19001496553242433,0,0
0,368.5295112873631,77.08007740572644,0.6149067787917235,0,1
0,212.9776306302985,86.24176566890709,0.8538018380648071,1,1
1,394.61013142833843,86.12589469883031,0.4538851203569646,0,0
1,428.7320406024319,69.32543828866167,0.6685794054718817,0,1
0,348.035283239077,73.90298800109782,0.7317294491389233,0,1
1,482.615218582883,81.00956242253318,0.48313759674056195,0,1
1,329.6371781570032,64.3919772608019,0.35366086798973856,0,0
1,445.93973437692676,90.22152554460169,0.6793653119645919,0,1
0,115.3060512067928,77.96512851268585,0.41188142448681003,0,0
0,281.6185618275112,66.55741384500845,0.8978888479460578,0,1
1,222.37122185156494,62.08830221032384,0.5796598517562984,0,1
1,336.99730826495977,92.81939782353862,0.6265426933011119,0,1
0,345.62123312582276,80.10686622331117,0.8256972286538797,0,1
0,485.0309303077893,67.71884097344724,0.4780234309492314,0,1
1,234.64448296437533,86.55865945205247,0.6911413137671455,0,1
1,321.97770623754815,88.63182740848357,0.7693220826437356,0,1
1,75.52174344804989,73.1259770126706,0.7925639867715782,0,1
1,482.1499592473019,67.46196459103798,0.4878334893283198,0,0
0,197.26943128178493,86.9768338176908,0.456518769688684,1,0
1,490.74897789820375,78.98710569470144,0.74434300453389,0,1
1,300.6730200746789,80.95624609193048,0.7978914741976977,0,1
1,476.9006749021372,89.99969742673622,0.6207328981991812,0,1
1,55.72944832309298,93.24741678220087,0.8275078532555461,0,1
1,384.5186937587512,61.679854775283694,0.8830187295402568,0,1
1,431.53818271820404,91.01522827105288,0.5144679991488391,0,1
0,258.3426590558462,61.400204836378364,0.49139850566313775,0,1
0,122.08166631506116,75.83968620017038,0.6705406187751232,0,1
1,238.38280433214328,63.73982908198187,0.8391769891786645,0,1
1,137.1823194601674,81.10261392886626,0.5699302791421168,0,1
0,362.2226435152104,79.45859389155804,0.5376565748224728,0,1
1,401.6842462707979,69.4125812770296,0.24296006149994562,0,0
1,506.5301249549445,69.84039297911333,0.6277983250804549,0,1
1,124.8982079093113,70.32249243932691,0.7112857446287835,0,1
1,319.27187517779646,62.94868068028191,0.6266730389900047,0,1
0,122.82724639432051,79.26716112227386,0.8138303915571053,0,1
1,346.98388565824945,69.27062326301197,0.5526901896980435,0,1
1,267.19603167170004,83.17411174146038,0.7773532701543457,0,1
1,172.3154193092941,88.13532539248077,0.7480386792737539,0,1
1,222.25552247484126,67.26116487199512,0.2397354503761254,0,0
0,373.70375367214314,76.62086273562183,0.7961252213070633,0,1
0,156.40889492406487,61.07470365325266,0.8329195091161418,0,1
0,94.08400551396352,78.71450305647225,0.8782643048514048,0,1
1,60.97804148194553,84.18890666956896,0.21056654003805605,0,0
1,51.283458676185276,70.63802528068207,0.2803452959071634,0,0
1,103.99066719060478,77.14367483765919,0.6998698792302921,0,1
1,317.2473366272347,80.51621989672408,0.7912337626163118,0,1
0,162.07865004860386,75.53492713429458,0.6672570383424962,0,1
0,480.1333477006607,81.10415618493818,0.22754056386507704,0,0
0,232.84147692582127,66.19703138274924,0.6961501561577801,0,1
0,319.385877400832,77.4480313517269,0.7452289325315089,0,1
0,144.98121944056933,85.96441486039949,0.2629290669430479,1,0
0,219.23477200346156,77.84420672809017,0.7109631383502155,0,1
0,495.62201722575907,81.20730562991979,0.580638281671303,1,1
1,110.09647908981468,78.93055393742505,0.2596528362918348,0,0
0,325.314707229633,73.14844855172285,0.779789221080792,0,1
0,203.83995945273185,73.6825494846608,0.5566602639575038,0,1
1,349.34501328432435,73.45311502082917,0.3962229391921908,0,0
1,85.70311042610516,61.831734184852266,0.7849243236393987,0,1
1,371.3571223711828,91.53287392908993,0.5295144482143511,0,1
1,318.1543041082427,57.92552583652271,0.35564389471400937,0,0
0,184.17086422754693,75.32503623512166,0.6177458763607214,0,1
1,134.438092500099,63.99667695383993,0.8342645683664115,0,1
1,463.9028476157812,68.63987405820124,0.2737926394443957,0,0
1,227.0036704275265,78.30210508432286,0.7567787650893485,0,1
0,329.25589619782534,92.92007833568174,0.2865606752925893,1,0
1,186.78169162616868,72.44932318190484,0.7631750637764804,0,1
1,279.70040834409986,74.80957345927791,0.6539030345975836,0,1
1,430.2371253156232,85.77678168523717,0.6502265383903792,0,1
0,68.02440901779559,63.14624444211862,0.835459950596817,0,1
0,194.09711284295193,87.41957717302454,0.7286551569401803,1,1
1,113.10160544075076,77.86135733636094,0.5157655009441278,0,1
0,400.929744613838,63.10828195063214,0.5101134173583426,0,0
1,351.7538528905829,67.71956727784863,0.4892087235416135,0,0
0,399.02319061328376,86.6662798412511,0.6866865062902614,1,1
1,185.76036468816014,75.51799168773077,0.4222806164876662,0,0
0,461.26358262688007,65.93647579049666,0.6105902533944304,0,1
1,249.17729135004026,66.62563797999167,0.633524356305094,0,1
1,180.2922654917443,72.12694384676405,0.8550465116959207,0,1
1,477.7224571755043,76.09053313600204,0.6994596242622888,0,1
0,222.83987842672616,88.24261957245541,0.28190820975128217,1,0
1,132.59220112130532,89.25420885093816,0.6280321969284578,0,1
0,62.19978429556606,78.7123304411006,0.2537857995053545,0,0
1,368.9332715287179,62.02074094279342,0.6974199398035801,0,1
0,482.8065744811456,62.66927436955608,0.5869921340210982,0,1
1,55.90066857293557,82.94741429089098,0.633983627113373,0,1
1,500.16299690605626,88.5577772505627,0.7997613106487623,0,1
0,225.26432617059973,59.580752010588405,0.7207404887398452,0,1
0,326.9941079304114,93.82898272563801,0.8124141115162746,1,1
0,72.31726138965357,88.19758298761148,0.8023178770620332,1,1
1,281.44612430154336,87.76820246128062,0.44291498917672123,0,0
0,443.7837031565767,79.34263206866733,0.5900454860391197,0,1
1,476.41686787383316,80.41409784015453,0.6416098543335325,0,1
1,342.8709425494418,76.14861920825267,0.8840186241779882,0,1
0,236.06740010996387,95.59627270876494,0.8512563826884054,1,1
1,285.29137861304724,68.99553447419603,0.5282008109191395,0,1
0,171.37319159414784,66.82027079899296,0.39854305354766517,0,0
0,444.3449605180435,60.8219436980923,0.8994733136071152,0,1
0,123.53733112799856,85.84803771056485,0.5546661452341226,1,1
1,418.13058243657633,67.4345058698058,0.45791895626119156,0,0
0,222.24142016973562,81.98442045363007,0.6707487706542382,1,1
1,381.5081469493042,79.04466522223044,0.41581131761648,0,0
1,75.19459066126709,81.10362304064951,0.6646273098984643,0,1
1,72.17373436061705,85.65267337867662,0.6582489206965282,0,1
1,437.94670756676874,88.85974595097109,0.44136386502686636,0,0
0,287.4237129712741,58.72580891670045,0.6892674432284935,0,1
1,263.28528501628074,63.573102090750076,0.5502030006961834,0,1
1,88.30235185099784,93.87741139005897,0.2503755807675806,0,0
0,245.53251920781847,63.60012750314616,0.4818085559677755,0,0
0,71.37085839921612,86.41827722262556,0.8284028283837509,1,1
1,303.3674357554779,76.26095512882863,0.7801418667086607,0,1
0,42.91081011905368,81.129240903054,0.5844376780860656,0,1
1,442.7065288483683,80.62765357127458,0.711438929656819,0,1
1,349.266754440829,61.74333827679978,0.7370520470494754,0,1
1,50.926957931600676,88.10935898807506,0.622883532397572,0,1
1,30.825068250399017,93.51264904397493,0.34454563370846314,0,0
1,85.52461758547375,80.55302312392666,0.7824612524225542,0,0
1,110.51738832651132,72.71839173851482,0.9083409073891452,0,1
1,141.02237989512744,85.06229784892611,0.3636827622932841,0,0
0,369.361618184064,74.93439551062367,0.7298572166138255,0,1
1,411.2416482764674,91.91855467760526,0.40379981150516764,0,0
0,118.06787481157585,76.24193294786821,0.688222215648002,0,1
0,416.6081200528027,60.01485759515867,0.7400605096803794,0,1
0,419.17432143043635,79.56309187657527,0.650268723561648,0,1
1,82.06221257321742,90.08304714618255,0.4884677033678589,0,1
1,86.18064737239158,80.12518132848079,0.6558702783901497,0,1
1,403.15703010518035,62.22271169013391,0.4909494225730815,0,1
0,251.55711497123468,74.19698526964372,0.8617806913390917,0,1
0,422.6589318240237,64.20070196452286,0.5541074554645807,0,1
0,83.21119216597418,69.00303233455585,0.7484478945766183,0,1
1,219.44255503245986,70.18437590791612,0.724329938807094,0,1
1,358.14232014212496,76.8904095445378,0.6883537427262365,0,1
1,146.53833709059725,85.453164388277,0.7451415998291031,0,1
1,440.3014955392873,86.003712840414,0.6627620845829826,0,1
0,88.31153853839791,69.7982596817177,0.4065976536933245,0,0
0,239.078218380622,73.31868506301764,0.689869801219854,0,1
1,229.49730046125765,81.22530922327361,0.7314514729641923,0,1
0,157.26490425885564,91.8859823062107,0.5817380537568568,1,1
0,209.8739638899815,90.00973690457415,0.6899922317444349,1,1
0,477.6744635703772,91.09468781470457,0.3305205639743765,1,0
1,443.7212531867661,95.41197911160042,0.5376216952980566,0,1
0,275.7773908546746,89.01390836125569,0.4790951154920072,1,0
1,322.57608154027514,87.986234029956,0.35774669206761844,0,0
0,374.3537908972503,88.01086459791868,0.7383777139316161,0,1
0,165.71566147507144,95.5253436636433,0.4844017606864258,1,0
1,371.50996403457725,71.95833369986737,0.8458490734696182,0,1
0,458.88029751536953,67.47975909011036,0.8769086509596884,0,1
1,229.7003197118742,61.14668505487136,0.6439904871332196,0,1
0,354.2347545306572,69.7043347813074,0.6060309911804147,0,1
0,281.68382002992945,87.56214508099877,0.4455577258069029,1,0
1,251.6040377474514,74.06507948211501,0.3947916943905658,0,0
0,454.51277931462016,85.32699316900644,0.8083866736445422,1,1
1,441.2879165526913,59.950401253320024,0.7241247281269773,0,1
1,492.44661351927834,65.26012829294481,0.7241690634844938,0,1
0,300.9590879588903,85.18593642726837,0.5804031025557672,1,1
1,157.0809121853073,89.42820211146311,0.37915653086396756,0,0
0,333.1358713377398,77.63804137230086,0.43564843945253207,0,0
1,420.9512999739639,70.67528718208347,0.8355006921280461,1,1
0,243.28098674624604,65.31670740769464,0.8112018625610241,0,1
0,79.9713697161475,75.6701277663159,0.3873621886008087,0,0
0,368.57679692093905,91.43868965826191,0.2135073923270105,1,0
1,147.23888656370428,91.90982150603182,0.24236261702274986,0,0
1,419.8464240489236,71.3956788625936,0.41400748053919884,0,0
1,47.11485662571879,74.50443605087291,0.5657973750976572,0,1
1,278.66828775716056,82.20448636090957,0.5428822340092294,0,1
1,134.7452730352911,80.80166844700254,0.523890003083357,0,1
0,399.83413108502407,81.91085389427101,0.6919979203215747,1,1
0,240.3484711055552,63.64728709514916,0.740106902160923,0,1
0,379.2894669640413,89.76607165738234,0.7360928564989025,1,1
